,name,text,Label,reviewUrl,reviewerUrl,stars,publishAt,text_tokens
147,Xxsteve Njoo,baru pertama kali dtg hujan deras parkir luas pelaya bagus maka enak juga nasi nya empuk seperti nasi uduk gule nya wangi toilet bersih recommended,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1bElDRTZnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDulICE6gE%7CCgsIiNzilwYQ6Ov8EQ%7C?hl=id,https://www.google.com/maps/contrib/102371083184648222919?hl=id,5,8 bulan lalu,kali dtg hujan deras parkir luas pelaya bagus enak nasi nya empuk nasi uduk gule nya wangi toilet bersih recommended
148,Brahma Astagiri,maka enak harga reasonable parkir luas semua fasilitas termasuk toilet bagus dan bersih pokoknya mantab deh layak dicoba,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1cUwyNXN3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDuqL25swE%7CCgwInfbYlwYQkPXdqgI%7C?hl=id,https://www.google.com/maps/contrib/106572974887116236503?hl=id,5,8 bulan lalu,enak harga reasonable parkir luas fasilitas toilet bagus bersih pokok mantab deh layak coba
149,ulie dewanto,enak makanya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1NTZTTjR3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICu56SN4wE%7CCgwIq8LClwYQ6OLr5QI%7C?hl=id,https://www.google.com/maps/contrib/102146831517895032903?hl=id,4,8 bulan lalu,enak
150,Ali Akbar Fathony,maka enak dan tempatnya bersih nyaman,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1MjhMZ3RRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICu28LgtQE%7CCgwIiPK8lwYQiOPD2gI%7C?hl=id,https://www.google.com/maps/contrib/103688190206278821828?hl=id,5,8 bulan lalu,enak tempat bersih nyaman
151,elaapriliyanti hasanah,enak tempat makan luas dan bersih top,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1aWJqejdBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICuibjz7AE%7CCgwIr4-ZlwYQ6IaCrgM%7C?hl=id,https://www.google.com/maps/contrib/108294383029574798060?hl=id,5,8 bulan lalu,enak makan luas bersih top
153,endrike 1503,masakan cirikhas madura enak sedap rasanya harga pas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1eG9UU0FnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICuxoTSAg%7CCgwItbGClwYQoN6BxgI%7C?hl=id,https://www.google.com/maps/contrib/106309208483163316657?hl=id,5,8 bulan lalu,masakan cirikhas madura enak sedap harga pas
154,Bang Aman,rumah makan kesukaan saya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1OHNMOXBBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICu8sL9pAE%7CCgsI1tX5lgYQ4PucHQ%7C?hl=id,https://www.google.com/maps/contrib/104422029513127086055?hl=id,5,8 bulan lalu,rumah makan suka
156,wahyu hidayat,tempat sarapan pagi yang cukup enak untuk nasi campurnya nasi keringnya juga tempat makan bersih luas dan tempat parkir juga tersedia banyak walaupun masuk gang cukup terkenal,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1NklhYS13RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICu6Iaa-wE%7CCgwI04relgYQ-OCy8wI%7C?hl=id,https://www.google.com/maps/contrib/103677826452045228280?hl=id,4,8 bulan lalu,sarap pagi enak nasi campur nasi kering makan bersih luas parkir sedia masuk gang kenal
157,Dwi Atmadja,dagingnya lembut juga porsinya cocok,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1d0pfZEtBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICuwJ_dKA%7CCgsI1fvVlgYQgIGCGw%7C?hl=id,https://www.google.com/maps/contrib/106133528646252339983?hl=id,5,8 bulan lalu,daging lembut porsi cocok
159,ode,masakannya nikmat,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXbTVteFh3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICWm5mxXw%7CCgwIxefNlgYQ2IWThwI%7C?hl=id,https://www.google.com/maps/contrib/100261837367349194558?hl=id,5,9 bulan lalu,masakan nikmat
160,Bayu Segara,olahan daging sapi dan kambing ala madura yang enak buka jam ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPdV9LNHRBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDOu_K4tAE%7CCgwI3bvDlgYQ4M3svAE%7C?hl=id,https://www.google.com/maps/contrib/108236326643632045299?hl=id,5,9 bulan lalu,olah daging sapi kambing ala madura enak buka jam
161,Rizqy A Izza,pas laper jadi abis ajaaa hahaha,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPeTVTMVNnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDOy5S1Sg%7CCgwIvrG-lgYQ6MT5ugI%7C?hl=id,https://www.google.com/maps/contrib/108831167583581643329?hl=id,5,9 bulan lalu,pas laper abis ajaaa hahaha
162,Insanul Haq,maka nya enak dan khas dari warung ini tempat nya luas parkiran nya juga motor dan mobil pelayanya juga cepat jadi ngantrinya gak lama,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPblpmYmFBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDOnZfbaA%7CCgsI6LyzlgYQkPGqeQ%7C?hl=id,https://www.google.com/maps/contrib/117260202599135616116?hl=id,5,9 bulan lalu,nya enak khas warung nya luas parkir nya motor mobil pelayanya cepat ngantrinya gak
163,ArdhaWira Satria,nasi campur terbaik semadura raya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPMmFqdlpBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDO2ajvZA%7CCgsI-vmklgYQqKe8Jw%7C?hl=id,https://www.google.com/maps/contrib/104876939071309221156?hl=id,5,9 bulan lalu,nasi campur baik semadura raya
164,Mohammad yuriansyah,mantap rasanya dan standard harganya tempat bersih,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPcVlidWJREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDOqYbubQ%7CCgsIpOqhlgYQgITILQ%7C?hl=id,https://www.google.com/maps/contrib/103549548965323548543?hl=id,5,9 bulan lalu,mantap standard harga bersih
165,Diana Leonoraazis,sptnya sejak dikemas jd semacam semi resto takaran nasi berkurang rasanya juga tak seenak dulu,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPbnQzTGNREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDOnt3LcQ%7CCgwIzcSUlgYQ2IesswM%7C?hl=id,https://www.google.com/maps/contrib/111475215468904489253?hl=id,4,9 bulan lalu,sptnya kemas jd semi resto takar nasi kurang enak
166,ORIEN Trans,makanya enak sambalnya pueded bingit,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPOXRYSm9RRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDO9tXJoQE%7CCgwI8vmPlgYQ0JLShQM%7C?hl=id,https://www.google.com/maps/contrib/103505726911312179652?hl=id,5,9 bulan lalu,enak sambal pueded bingit
167,Tri Les,update per juli loaksinya agak masuk gang sempit pas udah didalam lapang sekali dan tempatnya sangat bersih dan besar toiletnya dan wastafelnya sangat bersih keliatannya masih baru semoga selalu terjaga menu tidak banyak yg ditawarkan ada nasi campur isiannya empal telor disiram kuah santan paru goreng kering hati soto babat nasi rawon nasi gule semua enak porsinya banyak lauknya harga k,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPcXA2M0VREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDOqp63EQ%7CCgwIn86BlgYQgMWN6wI%7C?hl=id,https://www.google.com/maps/contrib/110237155165397418172?hl=id,5,9 bulan lalu,update juli loaksinya masuk gang sempit pas udah dalam lapang tempat bersih toilet wastafel bersih liat moga jaga menu yg tawar nasi campur isi empal telor siram kuah santan paru goreng kering hati soto babat nasi rawon nasi gule enak porsi lauk harga k
168,Ferian Wilwatikta,i think the food menu is pretty good and adjusts the price now the room is more comfortable like a restaurant,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPeXVTVkJBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDOyuSVBA%7CCgwI2rqAlgYQ8NO-_QE%7C?hl=id,https://www.google.com/maps/contrib/105816896494787833853?hl=id,3,9 bulan lalu,think food menu pretty good adjusts price room comfortable like restaurant
169,zulfan aditya,rasanya cukup enak parkiran luas bersih laya cepat karna lidah belom terbiasa rasanya jadi kaget kali pertama makan gule langsung campur nasi,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPM05Md0p3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDO3NLwJw%7CCgwIlN_0lQYQ8NyvhAE%7C?hl=id,https://www.google.com/maps/contrib/108220465588820763002?hl=id,4,9 bulan lalu,enak parkir luas bersih laya cepat karna lidah bom biasa kaget kali makan gule langsung campur nasi
170,Obie Yudaprawira,nice place nice meal,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPNUx1aWl3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDO5LuiiwE%7CCgwIq4nrlQYQ8PvusQE%7C?hl=id,https://www.google.com/maps/contrib/107480160902873722506?hl=id,5,9 bulan lalu,nice place nice meal
171,Wiwin RA,sangan enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNTZ0wyOTBnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICSgL290gE%7CCgsI067qlQYQqMrdJg%7C?hl=id,https://www.google.com/maps/contrib/104535782121878467728?hl=id,5,9 bulan lalu,sangan enak
174,Om Yoed,just for eat,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPOTgtdUVnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICO98-uEg%7CCgwIyJPNlQYQiL-emgE%7C?hl=id,https://www.google.com/maps/contrib/106877472007608836493?hl=id,4,9 bulan lalu,eat
176,BangAW YT,rekom wenak asli,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPMGRxZXBnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICO0dqepgE%7CCgwIiIuYlQYQuI7O4QE%7C?hl=id,https://www.google.com/maps/contrib/109274384275427534022?hl=id,5,10 bulan lalu,rekom wenak asli
177,Lili suhaery,murah meriah rasa enak tempat bersih rekomended,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPX3AtcHFRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICO_p-pqQE%7CCgwIgsaSlQYQqI3b4gE%7C?hl=id,https://www.google.com/maps/contrib/101692453598451427112?hl=id,5,10 bulan lalu,murah riah enak bersih rekomended
178,totok zainal,kuliner clasik,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPdXYza2VREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICOuv3keQ%7CCgwIo6X_lAYQ0LzSrQI%7C?hl=id,https://www.google.com/maps/contrib/107685019798889077486?hl=id,5,10 bulan lalu,kuliner clasik
179,bobby teeh,menu wajib,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPdXFIT3RRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICOuqHOtQE%7CCgsIr_7-lAYQiNmXVA%7C?hl=id,https://www.google.com/maps/contrib/103800340155089318583?hl=id,5,10 bulan lalu,menu wajib
180,ikafiyanna andini,tempat parkir luas makanya enak mixed rice special from madura lah yaa ada gule rawon pecinta daging wajib merapat kalau porsinya pas tidak terlalu banyak tp juga ga kesithiken wkwkwkw,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPNnRhNC1nRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICO6ta4-gE%7CCgwI7pv8lAYQ2LPmhQE%7C?hl=id,https://www.google.com/maps/contrib/103496547415545625891?hl=id,5,10 bulan lalu,parkir luas enak mixed rice special madura yaa gule rawon cinta daging wajib rapat porsi pas tp ga kesithiken wkwkwkw
181,Ismunandar channel,good menu,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPcW9pSFFBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICOqoiHQA%7CCgwIu9j6lAYQ2OmDnQI%7C?hl=id,https://www.google.com/maps/contrib/101166912316207287999?hl=id,5,10 bulan lalu,good menu
182,Cakasana,tempatnya cukup mudah dijangkau tempat makannya cukup luas kebersihan saat saya berkunjung juga cukup dijaga parkiran agak terbatas rasa maka enak babat paru daging dan iso cukup empuk dan mudah dicerna saat saya berkunjung sedang terdapat renovasi jadi mungkin akan kurang nyaman bagi beberapa pengunjung,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPd3NEMDFBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICOwsD01AE%7CCgwIhJLxlAYQkOWr9AI%7C?hl=id,https://www.google.com/maps/contrib/107697457025205867671?hl=id,4,10 bulan lalu,tempat mudah jangkau makan luas bersih kunjung jaga parkir batas enak babat paru daging iso empuk mudah cerna kunjung renovasi nyaman unjung
185,Fendi Abdi,lumayan buat sarapan menunya banyak parkiran lumayan luas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPOUtUenZRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICO9KTzvQE%7CCgsItuPllAYQoO-3Rg%7C?hl=id,https://www.google.com/maps/contrib/118294926644575571384?hl=id,3,10 bulan lalu,lumayan sarap menu parkir lumayan luas
186,Hasan Al Asroriy Harum,maka biasa saja dan tidak di sedisediakan tisu,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPMk0tSlVREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICO2M-JUQ%7CCgsIttTblAYQ8KvUDg%7C?hl=id,https://www.google.com/maps/contrib/117968057186471112072?hl=id,3,10 bulan lalu,sedia tisu
187,rinie krisnadewi,menjadi tempat favorit sedari dulu rasanya tidak berubah dan semakin rame,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPbVA3OGpRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICOmP78jQE%7CCgsIzdfZlAYQ2PajCQ%7C?hl=id,https://www.google.com/maps/contrib/110821923966888267788?hl=id,5,10 bulan lalu,favorit dar ubah rame
188,Sri Winarsih,sy kurang cocok dgn menunya,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPc1AyUUl3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICOsP2QIw%7CCgwIxtDTlAYQ4MGFswI%7C?hl=id,https://www.google.com/maps/contrib/116188137611679743122?hl=id,3,10 bulan lalu,sy cocok dgn menu
189,Ike Ikrima,i came here for the first time price was so so clean place i ve tried nasi campur and the taste is delicious they have various menu so i wanna try another menu if i go there again,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQycDV6T0J3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2p5zOBw%7CCgwI4u3SlAYQ4Mmo4QE%7C?hl=id,https://www.google.com/maps/contrib/104553232853816019068?hl=id,5,10 bulan lalu,came first time price clean place tried nasi campur taste delicious various menu wan na try another menu go
190,xris Wb,enak tempat luas sedang dibangun beberapa toilet,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPMEp2MmJBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICO0Jv2bA%7CCgsIqOrSlAYQqJPQaA%7C?hl=id,https://www.google.com/maps/contrib/101966628731462510161?hl=id,5,10 bulan lalu,enak luas bangun toilet
191,Tauvik,wuenakkkk,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQyeF8zRDJBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2x_3D2AE%7CCgwIsJnAlAYQwOiCywE%7C?hl=id,https://www.google.com/maps/contrib/116245507271801186338?hl=id,5,10 bulan lalu,wuenakkkk
192,Nur Hasanah,tempat sudah di upgrade lbh luas lahan parkir jg oke rasa masih siipz,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyMjQtT1ZnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID224-OVg%7CCgsItIW8lAYQqLGHfQ%7C?hl=id,https://www.google.com/maps/contrib/114811248120966515574?hl=id,5,10 bulan lalu,upgrade lbh luas lahan parkir jg oke siipz
193,Marzoochi Achmad,enak pelaya cepat bersih mantap,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQydFlEOU93EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2tYD9Ow%7CCgwIoumglAYQ4IbK6wE%7C?hl=id,https://www.google.com/maps/contrib/111791249724209659588?hl=id,5,10 bulan lalu,enak pelaya cepat bersih mantap
194,Rodiq Altriyanto,enak ramai pelaya cepat,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyMmNuN2ZREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID22cn7fQ%7CCgwInMuXlAYQoLGLngI%7C?hl=id,https://www.google.com/maps/contrib/106052012937292024829?hl=id,5,10 bulan lalu,enak ramai pelaya cepat
196,Billy Tri Budiartha,terbaaaiikkk nasi campurnya wajib coba ini beneran jadi alternatif terbaik selain bebek sinjay,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQya2ZfTVlBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2kf_MYA%7CCgwIgZOOlAYQ4Pme3wE%7C?hl=id,https://www.google.com/maps/contrib/106172115569779674418?hl=id,5,11 bulan lalu,terbaaaiikkk nasi campur wajib coba beneran alternatif baik bebek sinjay
197,Arya Pratama Putra,better sekarang tempatnya lebih rapi dan keliatan luas maka sepeti biasa cuma porsinya sedikit penyesuaian keknnya,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQydnZqM1ZnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2vvj3Vg%7CCgsIweuGlAYQ0Lmcbw%7C?hl=id,https://www.google.com/maps/contrib/106596054710392459483?hl=id,5,11 bulan lalu,better tempat rapi liat luas sepet porsi sesuai keknnya
198,shofi handaru,rasanya enak harganya murah tempatnya besar dan bersih,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyM29fcUtREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID23o_qKQ%7CCgsI8smGlAYQ0LS0MA%7C?hl=id,https://www.google.com/maps/contrib/117174991787346229379?hl=id,5,11 bulan lalu,enak harga murah tempat bersih
199,Zainul Arifin,setelah di renovasi skrg jd luas dan tertata rapi bersih pelayanya ramah maka enak² dan harga sesuai termasuk murah,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQycnAzOXB3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2rp39pwE%7CCgwIy56DlAYQ0MuJlwM%7C?hl=id,https://www.google.com/maps/contrib/100015764021438559130?hl=id,5,11 bulan lalu,renovasi skrg jd luas tata rapi bersih pelayanya ramah enak harga sesuai murah
200,Taretan Creative Management,the best nasi campur sangat rekomendasi,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXODZMUzlBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDW86LS9AE%7CCgwIsf_9kwYQyJXf_AI%7C?hl=id,https://www.google.com/maps/contrib/103149858148364306175?hl=id,5,11 bulan lalu,best nasi campur rekomendasi
201,pakde nanang,parkiran luas rasa lumayan enak tempat besih,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQyaHBiem1BRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2hpbzmAE%7CCgwIkZ73kwYQkKWujgE%7C?hl=id,https://www.google.com/maps/contrib/111642862732163425508?hl=id,4,11 bulan lalu,parkir luas lumayan enak besih
207,Dedi Walandow TV,ok bgt,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyb1BxUWZBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2oPqQfA%7CCgwI8avEkwYQgKyynAI%7C?hl=id,https://www.google.com/maps/contrib/108871758362552050189?hl=id,4,11 bulan lalu,ok bgt
208,krystal,maka dan minumnya enak sayangnya tempatnya kotor meja lumayan bersih tapi lantainya kotor tidak ada tusuk gigi dan tisu di atas meja,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQyZ0pPb213RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID2gJOomwE%7CCgwI0MzCkwYQ-NSgpAM%7C?hl=id,https://www.google.com/maps/contrib/114399954335284392224?hl=id,2,11 bulan lalu,minum enak sayang tempat kotor meja lumayan bersih lantai kotor tusuk gigi tisu meja
210,ZAINUL MUCHLAS,enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXcDhtNThRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWp8m58QE%7CCgwIwMe0kgYQiOKswwM%7C?hl=id,https://www.google.com/maps/contrib/100173330499249553918?hl=id,5,setahun lalu,enak
211,Aloycia Tanawidjaya,nice place clean and nice food,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXMjRxU2lBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDW24qSiAE%7CCgwI6YOvkgYQ0OWpxAI%7C?hl=id,https://www.google.com/maps/contrib/112737557465146866390?hl=id,5,setahun lalu,nice place clean nice food
212,Setiawan Agung Wibowo,enak makanya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXazh6NWdnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWk8z5ggE%7CCgwIyqCkkgYQ4Pqa_AE%7C?hl=id,https://www.google.com/maps/contrib/109125885163710027064?hl=id,5,setahun lalu,enak
213,Dany Anandika Afrianto,menu nya mantap pokok nya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXX2JxU2h3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDW_bqShwE%7CCgwI8_KdkgYQ2Nz5iAE%7C?hl=id,https://www.google.com/maps/contrib/108490881314128473494?hl=id,5,setahun lalu,menu nya mantap pokok nya
216,Maulana Yusuf,sambelnya mantap tapi es tehnya kurang berasa teh,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXeXBfdDF3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWyp_t1wE%7CCgsIiJqLkgYQ6Py-CA%7C?hl=id,https://www.google.com/maps/contrib/117966485918361019618?hl=id,5,setahun lalu,sambelnya mantap es teh asa teh
